Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
T33077,3163,4950.55,POS Payment,8.0,Tablet,Houston,3,38,13,UPI,0
T33078,2495,133.53,Bank Transfer,16.0,Desktop,Houston,3,81,9,Credit Card,0
T33079,4202,1562.52,Bank Transfer,16.0,Mobile,Seattle,4,82,1,Net Banking,0
T33080,3981,3848.05,POS Payment,11.0,Mobile,San Francisco,2,29,2,Credit Card,0
T33081,4969,2605.19,Bill Payment,8.0,Desktop,New York,4,110,3,Debit Card,0
T33082,4554,1572.71,POS Payment,3.0,Tablet,Seattle,4,37,6,UPI,0
T33083,4472,4963.73,Online Purchase,8.0,Desktop,Seattle,0,75,1,Net Banking,0
T33084,2224,3097.75,Bank Transfer,14.0,Desktop,Chicago,1,24,9,UPI,0
T33085,1291,1479.3,Bank Transfer,23.0,Tablet,New York,1,96,5,,0
T33086,3389,4240.53,Bill Payment,15.0,Tablet,Seattle,4,115,4,Debit Card,0
T33087,2014,755.07,Online Purchase,4.0,Desktop,Houston,3,12,13,Debit Card,0
T33088,2633,2320.55,ATM Withdrawal,,Tablet,Seattle,4,56,11,Net Banking,0
T33089,2239,4198.75,Bill Payment,10.0,Desktop,Miami,4,77,5,Debit Card,0
T33090,2659,4918.37,ATM Withdrawal,4.0,Unknown Device,San Francisco,1,20,6,Debit Card,0
T33091,1584,1918.37,Online Purchase,16.0,,Seattle,3,20,13,UPI,0
T33092,4437,694.86,Bank Transfer,17.0,Tablet,San Francisco,3,102,12,Debit Card,1
T33093,2913,2836.81,Online Purchase,10.0,Unknown Device,Boston,1,105,10,Debit Card,0
T33094,3026,4720.25,Online Purchase,17.0,Mobile,Chicago,0,49,5,UPI,0
T33095,4713,3329.73,Bill Payment,0.0,Mobile,Los Angeles,4,45,7,UPI,0
T33096,2492,3012.79,Bank Transfer,1.0,Desktop,Miami,0,29,10,Debit Card,0
T33097,4489,1549.91,Bank Transfer,10.0,Tablet,New York,3,113,6,Net Banking,0
T33098,1026,3033.67,Bank Transfer,1.0,Desktop,,2,115,4,Debit Card,0
T33099,2700,4423.97,POS Payment,23.0,Desktop,Seattle,0,67,14,Debit Card,0
T33100,1454,1880.75,Online Purchase,12.0,Tablet,Houston,1,96,12,UPI,0
T33101,1917,1214.06,Bank Transfer,,Tablet,Los Angeles,2,3,5,Debit Card,0
T33102,3627,2407.38,POS Payment,6.0,Mobile,San Francisco,0,69,12,UPI,0
T33103,1013,1884.06,Bill Payment,3.0,Desktop,San Francisco,0,5,14,Credit Card,0
T33104,3145,2352.28,POS Payment,2.0,Mobile,Chicago,2,3,12,UPI,0
T33105,1278,,Bill Payment,6.0,Desktop,Chicago,3,41,13,Invalid Method,0
T33106,2963,1684.37,ATM Withdrawal,23.0,,Houston,0,37,14,UPI,0
T33107,1489,4133.61,Online Purchase,21.0,Mobile,Miami,0,3,11,Net Banking,0
T33108,1984,2004.6,POS Payment,11.0,Desktop,Los Angeles,1,20,2,Credit Card,0
T33109,1960,4839.64,Bill Payment,12.0,Desktop,Miami,3,113,12,Debit Card,1
T33110,4954,3545.68,ATM Withdrawal,0.0,Tablet,Seattle,1,13,8,UPI,1
T33111,2782,1833.35,Bank Transfer,8.0,Desktop,Houston,0,81,12,Debit Card,0
T33112,3671,1262.06,ATM Withdrawal,5.0,Desktop,Chicago,1,103,6,Credit Card,1
T33113,3254,3428.41,Bank Transfer,,Mobile,New York,0,84,14,UPI,0
T33114,2887,1515.72,Bill Payment,10.0,Desktop,Seattle,0,23,10,Net Banking,0
T33115,2869,4634.83,Online Purchase,23.0,,Houston,3,34,4,Net Banking,0
T33116,4304,586.1,ATM Withdrawal,8.0,Tablet,San Francisco,2,87,12,Net Banking,0
T33117,2596,148.56,Bill Payment,15.0,Mobile,Chicago,4,38,8,Net Banking,0
T33118,3644,1109.03,Bill Payment,13.0,Mobile,Los Angeles,2,19,14,Debit Card,0
T33119,3742,,Bill Payment,12.0,Mobile,San Francisco,4,55,2,UPI,0
T33120,2262,4175.64,Bank Transfer,9.0,Desktop,Los Angeles,4,116,1,Credit Card,0
T33121,1249,854.79,Online Purchase,19.0,Desktop,Miami,3,61,9,Credit Card,0
T33122,2606,2925.69,ATM Withdrawal,2.0,,Miami,2,115,7,Debit Card,0
T33123,1739,725.04,Bank Transfer,15.0,Desktop,Boston,0,68,12,Net Banking,0
T33124,4668,2818.08,Online Purchase,7.0,Desktop,,4,45,4,UPI,1
T33125,1305,95.82,Online Purchase,11.0,Tablet,San Francisco,0,36,14,UPI,0
T33126,4979,2791.25,Bank Transfer,17.0,Unknown Device,San Francisco,4,4,7,UPI,0
T33127,4534,2611.27,ATM Withdrawal,4.0,Desktop,Houston,3,80,1,Net Banking,0
T33128,2806,219.03,Bank Transfer,17.0,Tablet,Houston,3,57,4,Credit Card,1
T33129,2936,3448.64,Online Purchase,23.0,,Miami,0,69,6,UPI,0
T33130,2825,2863.41,ATM Withdrawal,19.0,Desktop,Seattle,1,70,6,UPI,0
T33131,4307,,Bill Payment,15.0,Desktop,Seattle,0,87,1,Net Banking,0
T33132,4362,2651.22,Bill Payment,23.0,,Chicago,4,103,8,,0
T33133,4110,,POS Payment,0.0,Tablet,Boston,0,93,2,UPI,0
T33134,4045,2627.39,POS Payment,6.0,Mobile,Chicago,0,97,4,Net Banking,0
T33135,3765,,Bill Payment,7.0,Mobile,New York,2,50,12,UPI,0
T33136,1182,4717.83,Bank Transfer,,Mobile,Chicago,4,102,7,Credit Card,0
T33137,4770,3634.74,POS Payment,17.0,Desktop,Seattle,4,94,7,Credit Card,0
T33138,3692,4559.25,POS Payment,2.0,,Boston,1,20,6,Net Banking,0
T33139,1029,4616.16,ATM Withdrawal,4.0,Desktop,Houston,4,77,3,Credit Card,0
T33140,2411,1313.68,Bank Transfer,22.0,Desktop,Boston,1,13,10,Credit Card,0
T33141,1766,4969.68,Bank Transfer,12.0,Desktop,New York,2,42,4,Net Banking,0
T33142,4214,1340.85,Bank Transfer,10.0,Desktop,Boston,0,22,1,Credit Card,0
T33143,1614,97.6,ATM Withdrawal,4.0,Mobile,Boston,3,1,4,Credit Card,0
T33144,4490,4811.31,POS Payment,15.0,Unknown Device,Los Angeles,3,70,14,,0
T33145,2004,1122.47,ATM Withdrawal,19.0,Tablet,,4,63,6,UPI,0
T33146,3121,2922.68,Bill Payment,3.0,Tablet,New York,2,66,9,Debit Card,0
T33147,4126,4853.49,Online Purchase,7.0,Mobile,Los Angeles,4,83,8,Invalid Method,0
T33148,4009,252.0,Bill Payment,,Tablet,Seattle,2,9,10,Debit Card,0
T33149,4819,1350.21,Bill Payment,13.0,Desktop,Los Angeles,3,13,8,Debit Card,0
T33150,4643,3046.08,POS Payment,12.0,Desktop,Miami,0,71,4,Debit Card,0
T33151,1023,3813.98,POS Payment,3.0,Mobile,Seattle,1,104,3,UPI,0
T33152,4093,4037.8,Online Purchase,11.0,Desktop,Chicago,0,3,5,Net Banking,0
T33153,3475,,POS Payment,6.0,Tablet,Boston,2,103,10,Debit Card,0
T33154,2055,,Bank Transfer,12.0,Desktop,Los Angeles,0,97,9,UPI,0
T33155,3910,1853.34,Bill Payment,23.0,Desktop,Seattle,1,5,4,,0
T33156,3386,3572.7,Online Purchase,1.0,Tablet,New York,2,91,8,Credit Card,0
T33157,2970,3577.97,Online Purchase,14.0,Desktop,San Francisco,4,11,2,UPI,0
T33158,3004,1543.73,POS Payment,16.0,Desktop,Boston,2,116,14,Debit Card,0
T33159,2538,1524.59,Online Purchase,6.0,Mobile,Los Angeles,2,52,8,,0
T33160,3559,1606.61,Online Purchase,16.0,Desktop,Chicago,0,86,6,UPI,1
T33161,4141,4460.94,Bank Transfer,0.0,Mobile,Miami,2,7,2,Credit Card,0
T33162,1671,4548.01,Bill Payment,5.0,Desktop,Chicago,0,76,10,UPI,0
T33163,4969,79.06,Online Purchase,21.0,Mobile,Miami,0,109,6,Debit Card,0
T33164,4159,1628.46,Online Purchase,2.0,Tablet,Chicago,0,34,9,Net Banking,0
T33165,3924,1963.22,Online Purchase,19.0,Mobile,San Francisco,1,5,9,Credit Card,0
T33166,1570,4912.02,ATM Withdrawal,18.0,Mobile,Los Angeles,4,85,6,,0
T33167,1763,4721.12,Bank Transfer,9.0,Tablet,Seattle,1,52,10,UPI,0
T33168,2242,,Bill Payment,16.0,Mobile,San Francisco,4,35,12,Debit Card,0
T33169,1712,233.8,ATM Withdrawal,22.0,Tablet,Boston,3,87,3,UPI,0
T33170,3636,960.13,Online Purchase,3.0,Tablet,Boston,2,105,3,Debit Card,1
T33171,1766,2173.86,POS Payment,3.0,Tablet,Seattle,1,20,12,Credit Card,0
T33172,2782,4795.38,Online Purchase,7.0,Tablet,San Francisco,0,73,1,Net Banking,0
T33173,2293,478.05,Bank Transfer,,Tablet,Miami,1,115,11,UPI,0
T33174,3866,3957.8,Online Purchase,15.0,Desktop,Houston,3,2,4,Debit Card,0
T33175,2674,960.0,POS Payment,2.0,Mobile,Houston,3,92,5,Credit Card,0
T33176,3125,2541.72,ATM Withdrawal,19.0,Desktop,San Francisco,1,1,1,Debit Card,0
T33177,4663,3836.02,Bank Transfer,23.0,Tablet,Chicago,1,17,6,Net Banking,0
T33178,3057,3464.01,ATM Withdrawal,6.0,Tablet,San Francisco,1,102,14,Credit Card,0
T33179,2491,3879.86,POS Payment,15.0,Tablet,San Francisco,0,119,2,Net Banking,0
T33180,2359,4068.9,Bill Payment,18.0,Unknown Device,New York,2,36,8,UPI,0
T33181,1635,1532.18,ATM Withdrawal,10.0,Desktop,New York,4,110,8,Debit Card,0
T33182,2209,1823.33,ATM Withdrawal,9.0,Tablet,New York,0,31,2,Debit Card,0
T33183,4617,4079.63,Online Purchase,6.0,Desktop,Los Angeles,4,92,14,Credit Card,0
T33184,4192,198.02,Bank Transfer,20.0,Desktop,Seattle,2,47,5,UPI,0
T33185,3639,2574.7,Bank Transfer,8.0,Mobile,Seattle,2,11,1,Debit Card,0
T33186,3765,4602.42,Bill Payment,0.0,Desktop,San Francisco,4,89,8,Debit Card,0
T33187,3612,4425.59,Bill Payment,15.0,Desktop,Miami,1,26,1,Net Banking,0
T33188,2691,4022.5,ATM Withdrawal,17.0,Desktop,,4,68,12,Debit Card,0
T33189,2297,112.64,Bill Payment,7.0,Mobile,Seattle,2,113,6,Credit Card,0
T33190,3457,4439.0,Bank Transfer,5.0,Mobile,New York,2,115,12,UPI,0
T33191,1357,4558.76,Bank Transfer,3.0,Desktop,Houston,3,12,4,Debit Card,0
T33192,2670,3320.03,ATM Withdrawal,6.0,Desktop,Los Angeles,0,95,8,Debit Card,0
T33193,3145,1498.07,ATM Withdrawal,18.0,Mobile,Chicago,3,109,4,Net Banking,0
T33194,2006,,POS Payment,18.0,Tablet,Houston,4,72,11,Debit Card,0
T33195,1240,3814.28,Bank Transfer,8.0,Unknown Device,Houston,4,82,2,Debit Card,0
T33196,3604,4066.08,Bill Payment,14.0,Tablet,Miami,2,8,11,Net Banking,0
T33197,3758,1720.0,POS Payment,6.0,Mobile,Miami,3,114,14,UPI,0
T33198,2826,1633.71,Online Purchase,11.0,Desktop,,4,97,13,Debit Card,0
T33199,4185,3682.23,Bill Payment,,Desktop,Seattle,2,57,13,Invalid Method,0
T33200,4558,3433.35,Online Purchase,18.0,Desktop,Boston,4,31,13,Debit Card,0
T33201,4860,2568.42,POS Payment,5.0,Tablet,Seattle,4,75,14,Debit Card,0
T33202,2264,2104.2,Bank Transfer,12.0,Tablet,Seattle,3,100,13,UPI,0
T33203,1155,3287.51,Bank Transfer,10.0,Mobile,New York,0,111,14,Net Banking,0
T33204,1351,167.0,Online Purchase,22.0,Tablet,Chicago,4,112,6,Credit Card,0
T33205,1043,383.07,Bank Transfer,0.0,Desktop,Los Angeles,1,105,14,Debit Card,0
T33206,3639,2867.57,ATM Withdrawal,6.0,Tablet,Miami,4,90,4,Debit Card,0
T33207,4383,1055.34,POS Payment,19.0,Desktop,Miami,2,8,1,Net Banking,0
T33208,1137,3875.05,Bill Payment,7.0,Mobile,New York,3,114,13,Net Banking,0
T33209,4734,3862.96,POS Payment,,Tablet,New York,4,31,7,Debit Card,0
T33210,2967,3551.26,Online Purchase,7.0,Desktop,Miami,0,5,8,Net Banking,0
T33211,3483,4518.5,Online Purchase,13.0,Desktop,Boston,2,50,8,Net Banking,0
T33212,1753,708.47,Bank Transfer,12.0,Desktop,Houston,1,59,3,Debit Card,0
T33213,1142,1299.91,Online Purchase,6.0,Mobile,,3,23,1,Net Banking,0
T33214,4071,1265.23,Bill Payment,0.0,Tablet,Seattle,2,76,1,Net Banking,0
T33215,2846,3913.03,POS Payment,4.0,Tablet,New York,3,80,6,Debit Card,0
T33216,4370,2609.12,Bill Payment,9.0,Tablet,New York,3,16,14,Net Banking,0
T33217,4633,1267.12,POS Payment,23.0,Desktop,Miami,1,54,6,Credit Card,0
T33218,3309,686.45,Bank Transfer,16.0,Mobile,Miami,4,2,1,Net Banking,0
T33219,3559,4465.62,Online Purchase,21.0,Tablet,Miami,4,89,12,Invalid Method,0
T33220,3720,3462.18,POS Payment,9.0,Tablet,Houston,0,34,4,Net Banking,0
T33221,1061,,ATM Withdrawal,10.0,Mobile,Chicago,1,26,2,Credit Card,0
T33222,2590,4827.53,ATM Withdrawal,20.0,Mobile,Los Angeles,4,98,11,Debit Card,0
T33223,2446,4248.71,ATM Withdrawal,,Tablet,Miami,3,85,14,UPI,0
T33224,2419,894.72,ATM Withdrawal,12.0,Tablet,,3,15,7,Net Banking,0
T33225,4955,2543.11,Bill Payment,4.0,Tablet,Los Angeles,2,21,1,Debit Card,0
T33226,3019,2432.96,Online Purchase,9.0,Desktop,Seattle,4,42,9,Debit Card,0
T33227,3078,4222.21,POS Payment,13.0,Tablet,Seattle,2,64,6,Net Banking,0
T33228,4401,749.69,ATM Withdrawal,21.0,Unknown Device,Seattle,3,74,10,Debit Card,0
T33229,3996,2261.67,ATM Withdrawal,4.0,Mobile,Seattle,0,65,12,Net Banking,0
T33230,3849,3184.52,POS Payment,2.0,,San Francisco,0,105,3,Credit Card,0
T33231,2192,4726.55,Bank Transfer,,Desktop,Seattle,0,18,7,UPI,0
T33232,3313,4496.83,Bill Payment,10.0,Desktop,San Francisco,0,57,2,UPI,0
T33233,3355,2671.57,Bill Payment,4.0,Desktop,,3,99,11,UPI,0
T33234,3506,3035.57,Online Purchase,9.0,Desktop,San Francisco,4,74,1,Credit Card,0
T33235,4256,4262.74,ATM Withdrawal,9.0,Tablet,,1,21,11,UPI,0
T33236,1333,3723.22,Online Purchase,9.0,Tablet,New York,2,48,12,Net Banking,0
T33237,3562,4397.28,Online Purchase,10.0,Desktop,Los Angeles,2,73,6,UPI,0
T33238,3488,4480.17,Online Purchase,8.0,Mobile,Miami,1,59,4,Net Banking,0
T33239,3720,4163.77,Online Purchase,12.0,Desktop,Boston,1,79,14,Net Banking,0
T33240,3438,51.84,POS Payment,19.0,Tablet,Miami,0,10,14,Credit Card,0
T33241,2795,1558.11,POS Payment,8.0,Desktop,Miami,1,80,1,Debit Card,0
T33242,3982,2020.57,POS Payment,12.0,Mobile,Boston,0,1,2,Credit Card,0
T33243,3607,3391.19,Online Purchase,13.0,Mobile,Chicago,1,42,7,UPI,0
T33244,1253,1537.77,ATM Withdrawal,10.0,Mobile,Boston,2,39,13,Net Banking,0
T33245,4657,1621.17,Bill Payment,8.0,Tablet,New York,4,41,9,UPI,0
T33246,4406,2004.01,ATM Withdrawal,3.0,Mobile,Boston,2,113,11,Debit Card,0
T33247,2423,4776.89,Online Purchase,0.0,Tablet,,3,108,1,UPI,0
T33248,4237,2188.6,Bank Transfer,0.0,Mobile,Los Angeles,2,61,2,Debit Card,1
T33249,4331,707.66,POS Payment,11.0,Tablet,Seattle,3,62,9,Net Banking,0
T33250,2027,36.75,ATM Withdrawal,22.0,Tablet,Chicago,0,48,2,,0
T33251,2911,1186.88,POS Payment,23.0,Tablet,New York,4,110,2,UPI,0
T33252,3166,4694.36,ATM Withdrawal,19.0,Desktop,Miami,2,28,9,Debit Card,0
T33253,1995,4775.19,Bank Transfer,0.0,Tablet,Boston,4,110,10,Net Banking,0
T33254,4994,2647.36,ATM Withdrawal,4.0,Tablet,Seattle,3,108,10,Net Banking,0
T33255,1469,3233.58,POS Payment,21.0,Mobile,New York,2,50,6,Debit Card,0
T33256,2493,3980.61,Bank Transfer,12.0,Mobile,Chicago,4,42,6,UPI,0
T33257,3832,284.16,POS Payment,12.0,Mobile,,1,101,4,Debit Card,0
T33258,4564,1874.66,Bill Payment,3.0,Tablet,San Francisco,0,58,12,Debit Card,0
T33259,4809,3213.03,Online Purchase,13.0,Desktop,Seattle,3,109,4,Credit Card,0
T33260,2887,4491.78,Bill Payment,16.0,Desktop,Chicago,1,49,6,Net Banking,0
T33261,2523,3635.51,Online Purchase,3.0,Mobile,Los Angeles,0,91,2,Debit Card,0
T33262,2093,1753.56,Online Purchase,9.0,Tablet,Los Angeles,1,57,1,Credit Card,0
T33263,1693,4550.36,Bill Payment,11.0,Tablet,Miami,1,22,2,Invalid Method,0
T33264,3912,3324.77,Bank Transfer,6.0,Tablet,San Francisco,0,84,10,UPI,0
T33265,3823,4152.03,Online Purchase,1.0,Mobile,Seattle,1,61,13,UPI,0
T33266,2393,1930.61,ATM Withdrawal,9.0,Mobile,Miami,3,35,6,Credit Card,0
T33267,3044,15.78,Bill Payment,9.0,Mobile,Chicago,1,9,13,Credit Card,1
T33268,1180,835.01,ATM Withdrawal,20.0,Desktop,San Francisco,1,81,8,Net Banking,0
T33269,4076,4636.25,Bank Transfer,17.0,Desktop,Boston,1,104,14,UPI,0
T33270,2220,170.45,Bank Transfer,3.0,Tablet,Los Angeles,4,2,14,UPI,1
T33271,1046,2982.22,Bill Payment,3.0,Desktop,,2,19,2,Net Banking,0
T33272,4623,2048.59,ATM Withdrawal,4.0,Mobile,San Francisco,2,115,5,UPI,0
T33273,1633,2150.75,POS Payment,12.0,Desktop,Chicago,3,21,2,Credit Card,0
T33274,4718,2007.09,Online Purchase,4.0,Tablet,Boston,1,33,5,UPI,0
T33275,2163,341.79,POS Payment,17.0,Mobile,Boston,3,118,6,Credit Card,0
T33276,4933,616.04,POS Payment,2.0,Desktop,Houston,4,54,5,Debit Card,0
T33277,2688,319.38,Bill Payment,22.0,Desktop,New York,0,55,14,Net Banking,0
T33278,2563,274.27,POS Payment,11.0,Mobile,New York,2,46,9,Credit Card,0
T33279,2450,432.62,POS Payment,20.0,Desktop,Los Angeles,0,77,12,Credit Card,0
T33280,1588,3484.6,Online Purchase,9.0,Tablet,New York,0,93,3,Credit Card,0
T33281,4758,575.45,Bank Transfer,1.0,,San Francisco,2,47,3,,0
T33282,4632,1311.16,Online Purchase,15.0,Desktop,Seattle,0,93,3,UPI,0
T33283,2877,3286.46,Online Purchase,5.0,Tablet,Houston,1,104,5,Net Banking,0
T33284,3357,565.77,Bill Payment,,Desktop,New York,2,77,13,UPI,0
T33285,3321,4551.73,Bank Transfer,5.0,,Houston,1,8,11,Net Banking,0
T33286,2562,2390.03,ATM Withdrawal,18.0,Tablet,Miami,2,104,1,Credit Card,0
T33287,1839,4815.47,ATM Withdrawal,4.0,Tablet,Seattle,1,88,4,Net Banking,0
T33288,2413,966.59,POS Payment,17.0,,San Francisco,1,66,13,Net Banking,0
T33289,3506,157.97,Bill Payment,4.0,Mobile,,3,75,4,Debit Card,0
T33290,1732,2953.46,Bank Transfer,1.0,Desktop,Houston,4,8,9,Credit Card,0
T33291,4705,1647.05,Bill Payment,1.0,Unknown Device,Boston,3,88,14,UPI,0
T33292,3408,2864.09,Bank Transfer,0.0,Tablet,Los Angeles,0,10,2,Net Banking,0
T33293,2017,2370.88,Bank Transfer,3.0,Unknown Device,Boston,3,104,4,Credit Card,0
T33294,4140,2288.5,Online Purchase,7.0,Desktop,San Francisco,2,108,6,UPI,0
T33295,4654,4256.63,Bank Transfer,18.0,Mobile,Boston,2,83,5,Debit Card,0
T33296,3709,,Bank Transfer,20.0,Desktop,Los Angeles,3,100,6,Net Banking,0
T33297,3746,2500.68,ATM Withdrawal,12.0,Desktop,Seattle,4,67,13,Debit Card,0
T33298,2454,2082.94,POS Payment,17.0,Mobile,Los Angeles,3,34,6,UPI,0
T33299,3932,,ATM Withdrawal,6.0,Tablet,Miami,4,15,9,UPI,0
T33300,1757,255.41,Online Purchase,13.0,Tablet,Chicago,0,1,9,Credit Card,0
T33301,4779,2649.46,Online Purchase,19.0,Mobile,Chicago,1,13,5,UPI,0
T33302,4103,2395.31,Bill Payment,2.0,Mobile,Los Angeles,4,26,13,Net Banking,0
T33303,3002,4868.04,Online Purchase,11.0,Desktop,Seattle,4,97,14,Debit Card,0
T33304,1620,3780.33,POS Payment,5.0,Tablet,San Francisco,0,64,7,Net Banking,0
T33305,2888,779.12,Bank Transfer,0.0,,Miami,1,51,8,Credit Card,0
T33306,4584,2548.53,ATM Withdrawal,11.0,Desktop,San Francisco,4,87,2,Credit Card,0
T33307,1181,3919.77,Bill Payment,2.0,Tablet,Houston,0,32,7,Credit Card,0
T33308,3733,2625.22,Online Purchase,17.0,Tablet,Chicago,3,93,13,UPI,0
T33309,3728,1786.72,Online Purchase,4.0,Mobile,Boston,1,1,13,Debit Card,0
T33310,3295,1886.39,POS Payment,12.0,Mobile,Seattle,4,23,1,,0
T33311,3667,1838.18,ATM Withdrawal,0.0,Tablet,Chicago,0,23,4,UPI,0
T33312,4953,104.67,Bill Payment,,Desktop,San Francisco,4,83,2,Debit Card,0
T33313,2320,3654.33,ATM Withdrawal,18.0,Desktop,,4,34,4,Debit Card,0
T33314,2799,3056.36,ATM Withdrawal,21.0,Mobile,Los Angeles,4,31,12,Credit Card,0
T33315,4999,1347.04,Bill Payment,19.0,Tablet,Boston,2,1,5,Debit Card,0
T33316,3077,3151.97,Online Purchase,15.0,Tablet,Los Angeles,2,19,10,Debit Card,0
T33317,2325,1547.1,POS Payment,13.0,Mobile,Seattle,2,45,2,Net Banking,0
T33318,2499,1220.69,POS Payment,15.0,Desktop,Seattle,4,106,4,Debit Card,0
T33319,3920,3707.06,POS Payment,14.0,Desktop,San Francisco,1,115,8,Debit Card,0
T33320,1947,,Bill Payment,6.0,Mobile,Chicago,2,71,10,Credit Card,0
T33321,2375,3130.41,ATM Withdrawal,7.0,Desktop,Boston,1,72,9,Credit Card,0
T33322,1984,3921.81,POS Payment,11.0,Tablet,Miami,0,33,8,Net Banking,0
T33323,4553,1831.67,POS Payment,19.0,Tablet,Los Angeles,4,34,8,UPI,0
T33324,3364,363.66,ATM Withdrawal,2.0,Mobile,Los Angeles,4,63,12,Net Banking,0
T33325,3784,3026.4,Online Purchase,8.0,Tablet,Houston,2,15,12,Debit Card,0
T33326,2420,1283.6,Online Purchase,9.0,Mobile,Miami,1,33,13,Invalid Method,0
T33327,4160,,POS Payment,6.0,Mobile,Chicago,2,19,13,UPI,0
T33328,4305,1793.75,ATM Withdrawal,9.0,Tablet,Miami,4,14,7,Credit Card,0
T33329,3215,3355.01,Online Purchase,12.0,Desktop,San Francisco,2,20,12,Debit Card,0
T33330,3790,2766.57,Bank Transfer,21.0,Tablet,Houston,4,96,8,Credit Card,0
T33331,1125,4088.34,Bank Transfer,2.0,Tablet,Miami,0,16,10,Debit Card,0
T33332,3620,4162.37,Bill Payment,10.0,Desktop,Miami,2,63,9,Invalid Method,0
T33333,1119,346.15,Bill Payment,18.0,Tablet,Seattle,0,39,9,UPI,0
T33334,2451,1479.1,POS Payment,23.0,Desktop,Los Angeles,0,90,13,Net Banking,0
T33335,2008,4355.04,ATM Withdrawal,22.0,Tablet,Boston,0,90,7,UPI,0
T33336,2213,2022.93,Bill Payment,23.0,,Boston,2,72,5,Credit Card,0
T33337,4704,2576.77,ATM Withdrawal,6.0,Desktop,,0,10,4,Debit Card,0
T33338,2451,920.8,Bank Transfer,1.0,Desktop,,0,110,12,Credit Card,0
T33339,3607,2765.67,ATM Withdrawal,3.0,Mobile,San Francisco,3,32,3,UPI,0
T33340,4273,1326.75,POS Payment,6.0,Tablet,Seattle,3,118,2,UPI,0
T33341,4130,49997.799999999996,Online Purchase,6.0,Mobile,Chicago,0,55,8,Credit Card,0
T33342,1696,1005.22,Bill Payment,3.0,Unknown Device,Boston,3,66,1,UPI,0
T33343,3270,1802.48,ATM Withdrawal,22.0,Mobile,,4,28,3,Debit Card,0
T33344,2515,479.89,POS Payment,15.0,Tablet,Seattle,4,114,2,UPI,0
T33345,2034,2941.97,ATM Withdrawal,21.0,Desktop,Miami,4,74,14,UPI,0
T33346,3840,4710.15,POS Payment,7.0,Mobile,Miami,4,61,11,UPI,0
T33347,4772,869.91,POS Payment,22.0,Desktop,New York,1,43,3,Debit Card,0
T33348,2535,103.59,Bill Payment,2.0,Unknown Device,Los Angeles,1,57,2,Net Banking,0
T33349,1813,2115.2,Online Purchase,1.0,Desktop,Chicago,0,91,8,Invalid Method,0
T33350,1309,3743.33,ATM Withdrawal,23.0,Desktop,Miami,2,19,2,Net Banking,0
T33351,2011,,Bank Transfer,11.0,Desktop,Boston,1,71,6,UPI,0
T33352,3796,261.14,Bill Payment,20.0,Mobile,Seattle,3,91,11,Net Banking,0
T33353,2057,3930.88,Bill Payment,11.0,Mobile,Seattle,0,114,12,Debit Card,0
T33354,2018,1846.53,Bill Payment,4.0,Mobile,Houston,0,63,2,UPI,0
T33355,4411,772.89,ATM Withdrawal,16.0,Desktop,Los Angeles,3,46,7,Credit Card,0
T33356,4718,965.56,Bill Payment,21.0,,Seattle,1,77,5,Net Banking,0
T33357,3528,4619.8,Bill Payment,,,Chicago,2,49,5,UPI,0
T33358,3621,4047.74,Bill Payment,21.0,Tablet,San Francisco,4,61,14,Net Banking,0
T33359,1824,1562.09,Bill Payment,22.0,Desktop,Houston,0,108,9,UPI,0
T33360,4810,4701.25,Online Purchase,8.0,Tablet,San Francisco,2,98,14,Credit Card,0
T33361,3044,530.74,ATM Withdrawal,14.0,Tablet,New York,2,53,4,Net Banking,0
T33362,2116,1616.07,POS Payment,18.0,Desktop,San Francisco,3,38,13,Credit Card,0
T33363,1627,3266.34,Bank Transfer,13.0,Mobile,Chicago,1,74,11,Debit Card,1
T33364,4915,4997.1,POS Payment,1.0,Desktop,Los Angeles,1,110,11,UPI,1
T33365,2156,2330.88,Bill Payment,12.0,Tablet,San Francisco,3,60,8,Debit Card,0
T33366,3891,4054.52,ATM Withdrawal,16.0,Tablet,Boston,1,80,4,UPI,0
T33367,1988,4579.75,Bank Transfer,17.0,,Houston,4,114,11,Credit Card,0
T33368,3466,53.09,POS Payment,2.0,Tablet,Houston,2,79,6,Net Banking,0
T33369,2491,1448.26,ATM Withdrawal,6.0,Mobile,New York,1,12,13,UPI,0
T33370,2828,506.3,Bill Payment,15.0,,Los Angeles,2,1,5,Credit Card,0
T33371,4515,3881.42,Bill Payment,13.0,Mobile,Seattle,3,8,10,Debit Card,0
T33372,4776,2837.42,Bill Payment,11.0,Mobile,Chicago,2,60,4,UPI,0
T33373,4983,482.32,Bank Transfer,16.0,,San Francisco,0,6,14,Credit Card,0
T33374,3077,2106.52,Bank Transfer,6.0,Tablet,Boston,1,102,14,UPI,0
T33375,2992,2572.28,Bill Payment,16.0,Tablet,Chicago,3,18,4,UPI,0
T33376,3345,3490.27,Bank Transfer,13.0,Desktop,Houston,3,45,11,Invalid Method,0
T33377,2084,,POS Payment,3.0,Tablet,Los Angeles,4,32,7,UPI,0
T33378,3505,443.92,Online Purchase,12.0,Mobile,Los Angeles,0,109,12,Net Banking,0
T33379,3351,2440.79,ATM Withdrawal,21.0,Desktop,Houston,1,73,12,Net Banking,0
